lon,lat,spring_delta_ndvi
-108.7217983,33.45783059,-7.333
-108.6144452,33.46973157,7.351
-108.5070598,33.48153207,10.518
-108.3996422,33.49323206,8.657
-108.2921928,33.5048315,12.94
-108.1847117,33.51633035,13.192
-108.0771993,33.52772856,9.574
-107.9696558,33.53902611,2.107
-107.8620814,33.55022295,3.979
-107.7544765,33.56131904,7.446
-108.9511159,33.5224395,13.045
-108.8437094,33.53455347,13.917
-108.6287976,33.55847992,8.783
-108.5212929,33.57029231,14.4
-108.4137559,33.58200409,10.902
-108.3061869,33.59361523,10.375
-108.1985862,33.60512568,11.145
-108.090954,33.61653541,9.008
-107.9832906,33.62784437,3.391
-107.8755963,33.63905253,4.258
-107.7678713,33.65015984,8.538
-108.9658589,33.61113877,17.161
-108.8583332,33.62326497,13.514
-108.7507743,33.63529058,11.571
-108.6431826,33.64721558,-1.622
-108.5355582,33.65903991,-3.934
-108.4279015,33.67076354,6.958
-108.3202127,33.68238642,9.78
-108.2124921,33.69390853,9.44
-108.1047399,33.70532981,11.669
-107.9969564,33.71665024,6.31
-107.8891418,33.72786976,3.039
-107.7812965,33.73898835,6.512
-108.8729901,33.71196385,13.467
-108.7653116,33.72400164,9.448
-108.6576001,33.73593872,8.621
-108.5498559,33.74777504,10.409
-108.4420792,33.75951057,8.572
-108.3342703,33.77114525,16.43
-108.2264295,33.78267906,4.524
-108.1185571,33.79411196,14.223
-108.0106532,33.80544389,11.477
-107.9027181,33.81667483,10.288
-107.7947522,33.82780474,3.325
-108.9954453,33.78849949,8.544
-108.8876802,33.80065029,11.917
-108.7798818,33.81270031,8.292
-108.6720504,33.82464953,8.601
-108.564186,33.83649789,9.769
-108.3483599,33.8598919,11.689
-108.2403987,33.87143746,10.109
-108.1324057,33.88288201,6.302
-108.0243811,33.89422551,8.903
-107.9163253,33.90546792,6.077
-107.8082386,33.91660919,7.927
-109.0102888,33.87716128,4.666
-108.9024037,33.88932446,11.008
-108.7944852,33.90138677,9.384
-108.6865334,33.91334818,8.676
-108.5785487,33.92520863,12.973
-108.4705314,33.9369681,9.578
-108.3624816,33.94862654,8.051
-108.2543996,33.96018391,7.483
-108.1462858,33.97164016,5.13
-108.0381403,33.98299527,10.231
-107.9299635,33.99424919,0.8
-107.8217556,34.00540189,0.62
-109.0251661,33.96581094,3.993
-108.9171607,33.97798655,15.85
-108.8091218,33.99006119,13.112
-108.7010495,34.00203484,8.939
-108.5929441,34.01390744,11.007
-108.484806,34.02567896,10.874
-108.2684324,34.04891857,5.61
-108.1601975,34.06038659,10.018
-108.0519309,34.07175336,5.248
-107.9436328,34.08301884,6.328
-107.8353035,34.094183,4.96
-107.7269432,34.1052458,4.108
-109.0400772,34.05444863,13.971
-108.9319513,34.06663672,11.547
-108.8237916,34.07872376,15.565
-108.7155986,34.0907097,14.465
-108.6073723,34.1025945,9.59
-108.4991132,34.11437811,10.554
-108.3908214,34.12606051,5.784
-108.2824972,34.13764163,6.825
-108.174141,34.14912146,6.257
-108.0657529,34.16049994,6.437
-107.9573332,34.17177704,4.819
-107.8488822,34.18295271,5.674
-107.7404002,34.19402692,7.307
-108.9467755,34.15527516,9.122
-108.838495,34.16737464,15.366
-108.7301808,34.17937293,11.07
-108.6218334,34.19126998,9.187
-108.513453,34.20306574,9.409
-108.4050398,34.21476019,11.112
-108.2965942,34.22635328,9.915
-108.1881163,34.23784496,7.545
-108.0796065,34.2492352,7.526
-107.971065,34.26052396,6.502
-107.8624921,34.2717112,3.171
-107.753888,34.28279688,8.74
-108.9616336,34.24390205,8.074
-108.8532318,34.25601403,13.376
-108.7447964,34.26802471,9.845
-108.6363275,34.27993406,7.059
-108.5278256,34.29174203,7.868
-108.4192907,34.30344858,12.558
-108.3107233,34.31505368,7.909
-108.2021235,34.32655727,5.477
-108.0934917,34.33795932,7.358
-107.9848281,34.3492598,8.653
-107.876133,34.36045865,2.064
-107.7674067,34.37155584,2.065
-108.9765256,34.33251756,7.245
-108.8680024,34.34464208,9.521
-108.7594453,34.35666522,10.372
-108.6508548,34.36858692,11.028
-108.542231,34.38040715,6.938
-108.4335742,34.39212586,10.737
-108.3248848,34.40374301,9.874
-108.2161628,34.41525857,8.614
-108.1074088,34.42667248,6.186
-107.9986228,34.43798472,6.514
-107.8898052,34.44919524,0.378
-107.7809563,34.46030399,2.994
-108.9914517,34.42112186,8.943
-108.8828067,34.43325899,6.927
-108.7741278,34.44529463,8.171
-108.6654153,34.45722874,13.212
-108.5566694,34.46906128,11.408
-108.4478904,34.4807922,7.861
-108.3390786,34.49242146,8.327
-108.2302343,34.50394903,7.149
-108.1213577,34.51537486,3.466
-108.0124491,34.52669891,5.296
-107.9035088,34.53792114,4.18
-107.794537,34.54904151,2.547
-109.0064119,34.50971515,12.3
-108.8976449,34.52186493,9.231
-108.7888439,34.53391313,7.245
-108.6800091,34.5458597,7.652
-108.5711409,34.5577046,11.074
-108.4622394,34.56944778,10.361
-105.3388232,32.52294846,18.477
-105.2322947,32.53169617,18.458
-105.125743,32.54034371,17.186
-105.0191683,32.54889104,10.124
-104.9125708,32.55733814,12.476
-105.3493361,32.61218067,13.424
-105.2426892,32.62093693,14.779
-105.136019,32.62959291,13.459
-105.0293257,32.6381486,12.013
-104.9226096,32.64660395,14.283
-105.2531071,32.71016384,11.602
-105.1463182,32.71882831,10.298
-105.0395061,32.72739238,9.499
-104.932671,32.73585603,13.755
-105.2635484,32.79937708,13.982
-105.1566405,32.80805007,8.611
-105.0497093,32.81662257,9.933
-104.9427551,32.82509455,12.397
-105.2740132,32.88857683,9.164
-105.166986,32.89725837,9.606
-105.0599355,32.90583933,11.196
-104.9528619,32.91431968,12.543
-104.8457655,32.92269938,8.354
-104.2027232,32.97086256,15.645
-104.0954746,32.978537,17.192
-103.9882054,32.98611059,21.328
-103.8809157,32.99358329,13.743
-103.7736059,33.00095508,4.951
-105.2845016,32.97776326,8.132
-105.1773549,32.9864534,6.732
-105.0701848,32.99504286,8.591
-104.9629915,33.00353161,9.458
-104.8557754,33.01191962,9.265
-104.7485366,33.02020686,14.79
-104.6412755,33.02839331,15.846
-104.5339923,33.03647893,31.932
-104.4266873,33.04446371,23.068
-104.3193607,33.05234761,16.939
-104.2120129,33.0601306,13.074
-104.1046441,33.06781267,11.851
-103.9972545,33.07539379,21.81
-103.8898444,33.08287392,17.443
-103.7824141,33.09025305,9.485
-105.2950137,33.06693656,3.704
-105.1877472,33.07563533,8.49
-105.0804572,33.08423332,6.579
-104.973144,33.09273051,7.721
-104.8658078,33.10112686,7.519
-104.758449,33.10942235,8.835
-104.6510677,33.11761694,14.012
-104.5436642,33.12571062,24.93
-104.4362389,33.13370335,28.726
-104.3287919,33.1415951,12.479
-104.2213236,33.14938586,23.632
-104.1138343,33.15707559,14.522
-104.0063241,33.16466427,13.449
-103.8987933,33.17215187,11.972
-103.7912423,33.17953836,9.508
-104.875863,33.19032129,8.647
-104.7683837,33.19862506,10.731
-104.660882,33.20682783,9.034
-104.5533581,33.2149296,23.953
-104.4458121,33.22293031,26.145
-104.3382445,33.23082996,21.429
-104.2306555,33.23862851,24.904
-104.1230453,33.24632593,23.056
-104.0154142,33.25392221,14.284
-103.9077625,33.2614173,8.93
-103.8000904,33.2688112,8.292
-104.8859409,33.27950309,6.627
-104.778341,33.28781517,6.047
-104.6707186,33.29602617,5.197
-104.5630738,33.30413605,10.713
-104.455407,33.31214479,28.411
-104.3477185,33.32005236,17.884
-104.2400084,33.32785873,23.471
-104.1322772,33.33556388,22.965
-104.0245249,33.34316778,19.052
-103.916752,33.35067041,14.69
-103.8089587,33.35807174,11.116
-104.7883209,33.37699286,8.88
-104.6805775,33.38521211,12.183
-104.5728116,33.39333015,4.447
-104.4650237,33.40134695,9.986
-104.357214,33.40926247,20.962
-104.2493826,33.41707671,23.987
-104.14153,33.42478962,19.151
-104.0336564,33.43240118,14.381
-103.9257619,33.43991137,11.89
-103.817847,33.44732016,10.728
-104.7983234,33.46615832,10.335
-104.6904587,33.47438586,10.569
-104.5825716,33.48251209,13.154
-104.4746623,33.49053697,10.967
-104.366731,33.49846049,16.624
-104.2587781,33.50628262,20.333
-104.1508039,33.51400333,15.417
-104.0428085,33.52162258,9.239
-103.9347924,33.52914037,17.315
-103.8267556,33.53655665,6.379
-104.8083486,33.55531172,4.552
-104.7003624,33.56354758,2.983
-104.5923537,33.57168204,9.588
-104.4843227,33.57971505,11.817
-104.3762697,33.5876466,14.496
-104.268195,33.59547665,16.738
-104.1600989,33.60320518,13.573
-104.0519815,33.61083217,9.341
-103.9438433,33.61835758,14.079
-103.8356845,33.62578139,8.231
-103.7275053,33.63310358,6.364
-103.619306,33.64032412,11.694
-103.511087,33.64744298,11.311
-104.8183967,33.64445324,-3.835
-104.7102887,33.65269746,-0.635
-104.6021581,33.66084018,0.084
-104.4940051,33.66888135,3.472
-104.3858301,33.67682096,12.425
-104.2776333,33.68465898,15.371
-104.169415,33.69239537,20.155
-104.0611755,33.70003012,15.875
-103.9529149,33.70756319,16.405
-103.8446337,33.71499456,11.728
-103.7363321,33.72232421,8.664
-104.8284676,33.73358307,-4.022
-104.7202375,33.74183569,-3.681
-104.6119848,33.7499867,-1.249
-104.5037096,33.75803607,0.484
-104.3954123,33.76598378,0.069
-104.2870932,33.77382979,9.701
-104.1787524,33.78157408,10.774
-104.0703903,33.78921662,15.356
-103.9620072,33.79675738,11.64
-103.8536033,33.80419635,7.641
-103.745179,33.81153348,15.359
-104.8385615,33.82270138,-8.63
-104.7302091,33.83096243,-5.438
-104.6218339,33.83912178,-2.858
-104.5134363,33.84717938,-0.498
-104.4050164,33.85513522,-0.483
-104.2965746,33.86298926,4.793
-104.1881111,33.87074148,2.507
-104.0796263,33.87839184,6.373
-103.9711203,33.88594034,14.423
-103.8625935,33.89338693,8.204
-104.8486784,33.91180836,-9.133
-104.7402034,33.92007788,-8.563
-104.6317056,33.92824559,-9.892
-104.5231851,33.93631146,-7.494
-104.4146424,33.94427547,-0.865
-104.3060777,33.95213757,7.715
-104.1974912,33.95989775,10.515
-104.0888833,33.96755598,4.338
-103.9802542,33.97511224,17.258
-103.8716041,33.98256649,15.797
-104.8588185,34.00090419,-4.249
-104.0981615,34.05670922,10.369
-103.989409,34.06427327,14.818
-103.8806355,34.07173521,20.874
-107.4674356,34.58179107,8.167
-107.3583407,34.59250361,6.492
-107.2492157,34.60311409,3.127
-108.3533051,34.58108921,10.112
-108.2443381,34.59262884,7.722
-108.1353387,34.60406664,4.533
-108.0263071,34.61540255,3.52
-107.9172438,34.62663654,4.492
-107.8081489,34.63776858,3.895
-107.6990226,34.64879861,-0.331
-107.5898654,34.65972661,-1.508
-107.4806774,34.67055252,1.858
-107.371459,34.68127632,4.343
-107.2622104,34.69189797,1.454
-109.0214064,34.59829759,11.625
-108.9125171,34.61046009,9.745
-108.8035937,34.6225209,2.882
-108.6946364,34.63447998,8.641
-108.5856456,34.6463373,8.336
-108.4766214,34.6580928,15.327
-108.3675642,34.66974644,12.456
-108.2584742,34.68129819,10.536
-108.1493517,34.69274799,7.209
-108.040197,34.70409582,7.182
-107.9310104,34.71534163,4.601
-107.821792,34.72648538,8.946
-107.7125423,34.73752703,-1.609
-107.6032615,34.74846653,-2.522
-107.4939498,34.75930386,-1.247
-107.3846075,34.77003897,0.37
-107.2752349,34.78067182,0.668
-109.0364353,34.68686938,12.88
-108.9274235,34.69904464,7.304
-108.8183774,34.71111812,10.642
-108.7092973,34.72308977,13.467
-108.6001836,34.73495955,14.59
-108.4910364,34.74672741,12.313
-108.381856,34.75839332,13.227
-108.2726428,34.76995724,11.685
-108.163397,34.78141911,7.394
-108.0541188,34.79277891,6.467
-107.9448086,34.80403658,6.512
-107.8354666,34.81519209,0.908
-107.7260931,34.8262454,-0.402
-107.6166884,34.83719647,-0.77
-107.5072527,34.84804526,-1.875
-107.3977863,34.85879172,0.859
-107.2882895,34.86943583,-1.43
-108.942364,34.78761876,11.028
-108.833195,34.79970496,10.057
-108.7239919,34.81168923,14.858
-108.614755,34.82357153,13.66
-108.5054845,34.83535182,12.182
-108.3961808,34.84703005,13.482
-108.2868441,34.85860618,13.939
-108.1774746,34.87008018,9.805
-108.0680727,34.88145199,6.794
-107.9586386,34.89272158,9.398
-107.8491727,34.90388891,1.819
-107.7396751,34.91495393,2.372
-107.6301462,34.92591661,-0.308
-107.5205862,34.9367769,-2.321
-107.4109955,34.94753477,-0.431
-107.3013742,34.95819018,0.045
-107.1917227,34.96874309,-1.578
-107.0820413,34.97919346,0.498
-108.957339,34.87618263,10.155
-108.8480468,34.8882816,9.255
-108.7387203,34.90027855,13.259
-108.62936,34.91217343,14.206
-108.5199659,34.92396619,13.754
-108.4105385,34.93565679,12.067
-108.301078,34.9472452,11.654
-108.1915847,34.95873136,13.004
-108.0820588,34.97011525,7.797
-107.9725006,34.9813968,4.608
-107.8629104,34.992576,2.237
-107.7532885,35.00365278,-1.079
-107.6436351,35.01462712,2.628
-107.5339506,35.02549898,0.733
-107.4242352,35.0362683,0.709
-107.3144892,35.04693506,-0.933
-107.2047128,35.05749922,2.097
-108.4249294,35.02427374,15.525
-108.3153448,35.03587447,10.822
-108.2057273,35.04737286,10.356
-108.0960771,35.05876886,7.883
-107.9863945,35.07006244,5.27
-107.8766798,35.08125355,1.417
-107.7669333,35.09234215,1.113
-107.6571552,35.1033282,0.96
-107.5473458,35.11421166,2.305
-107.4375055,35.12499249,2.065
-107.3276344,35.13567066,4.621
-107.2177329,35.14624611,1.314
-108.4393534,35.11288108,10.616
-108.3296445,35.12449419,11.125
-108.2199026,35.13600485,4.532
-108.1101278,35.14741303,7.746
-108.0003206,35.15871868,3.582
-107.8904811,35.16992175,4.614
-107.7806096,35.18102222,1.254
-107.6707066,35.19202003,2.088
-107.5607721,35.20291515,6.893
-107.4508065,35.21370753,3.306
-107.3408101,35.22439715,2.524
-107.2307832,35.23498395,4.04
-108.4538108,35.20147899,11.445
-108.3439773,35.21310453,-3.418
-108.2341106,35.22462752,2.592
-108.124211,35.23604792,-2.531
-108.0142788,35.24736569,3.944
-107.9043143,35.25858079,0.365
-107.7943177,35.26969317,0.66
-107.6842893,35.28070279,1.391
-107.5742294,35.29160962,13.344
-107.4641384,35.30241361,3.166
-108.4683017,35.29006765,3.608
-108.3583433,35.30170567,4.373
-104.7847097,36.25041364,-19.782
-104.6728732,36.2586028,-18.442
-104.5610127,36.26668728,-20.384
-104.4491283,36.27466704,-15.91
-104.3372204,36.28254205,-17.21
-104.2252894,36.29031227,-21.213
-104.1133355,36.29797769,-21.62
-105.242709,36.30547249,-0.225
-105.1308416,36.31408971,0.796
-105.0189488,36.32260226,2.675
-104.907031,36.33101011,-12.582
-104.7950883,36.33931322,-16.578
-104.6831212,36.34751156,-19.024
-104.5711299,36.3556051,-16.725
-104.4591147,36.36359381,-15.985
-104.347076,36.37147765,-19.128
-104.2350139,36.37925659,-21.282
-104.1229289,36.38693061,-24.258
-104.0108213,36.39449968,-24.512
-105.253635,36.39432813,-4.968
-105.141637,36.40295502,3.333
-105.0296136,36.41147713,2.938
-104.9175649,36.41989442,-15.838
-104.8054914,36.42820686,-17.611
-104.6933933,36.43641442,-23.004
-104.581271,36.44451706,-18.575
-104.4691247,36.45251476,-20.075
-104.3569547,36.46040747,-19.297
-104.2447614,36.46819518,-19.879
-104.1325451,36.47587784,-15.805
-104.020306,36.48345543,-18.42
-105.2645868,36.48317788,-6.233
-105.1524579,36.49181448,4.999
-105.0403035,36.50034619,-8.942
-104.9281238,36.50877296,-10.161
-104.8159191,36.51709478,-14.094
-104.7036898,36.52531159,-18.143
-104.5914361,36.53342337,-15.078
-104.4791583,36.5414301,-17.869
-104.3668569,36.54933172,-16.558
-104.254532,36.55712823,-14.466
-104.142184,36.56481957,-13.752
-104.0298131,36.57240573,-20.329
-105.2755645,36.57202192,-3.277
-105.1633044,36.58066828,-0.167
-105.0510186,36.58920962,-4.521
-104.9387075,36.59764593,-1.355
-104.8263714,36.60597715,-3.048
-104.7140105,36.61420326,-9.208
-104.6016252,36.62232423,-8.089
-104.4892157,36.63034002,-4.332
-104.3767825,36.63825059,-1.884
-104.2643257,36.64605593,-5.994
-104.1518457,36.653756,-22.384
-104.0393428,36.66135076,-23.758
-105.2865681,36.66086045,-0.284
-105.1741765,36.66951661,2.255
-105.0617592,36.67806764,-3.391
-104.9493164,36.68651351,-4.251
-104.8368485,36.69485418,0.385
-104.7243557,36.70308963,-0.515
-104.6118384,36.71121982,-7.054
-104.4992969,36.71924471,-10.54
-104.3867315,36.72716428,-13.455
-104.2741426,36.73497849,-14.548
-104.1615303,36.74268732,-14.48
-104.048895,36.75029072,-19.085
-105.1850744,36.75835967,4.235
-105.0725251,36.76692043,-2.1
-104.9599503,36.77537591,0.857
-104.8473503,36.78372608,-2.345
-104.7347254,36.7919709,0.081
-104.6220759,36.80011035,-2.183
-104.5094021,36.80814439,-6.365
-104.3967042,36.81607299,-10.622
-104.2839827,36.82389611,-8.614
-104.1712378,36.83161373,-7.889
-104.0584699,36.83922581,-10.067
-105.1959981,36.84719767,15.93
-105.0833166,36.85576819,2.368
-104.9706095,36.86423332,-5.223
-104.8578771,36.87259303,-1.149
-104.7451198,36.88084727,-3.279
-104.6323377,36.88899602,-0.376
-104.5195312,36.89703925,-1.716
-104.4067006,36.90497692,-11.947
-104.2938463,36.91280899,-5.979
-104.1809685,36.92053544,-11.567
-104.0680676,36.92815624,-6.171
-105.2069477,36.93603079,5.023
-105.0941337,36.94461112,-0.417
-104.9812941,36.95308595,-2.798
-104.868429,36.96145523,3.354
-104.7555388,36.96971894,-5.181
-104.6426238,36.97787703,2.279
-104.5296844,36.98592948,0.993
-103.6895001,34.35384126,14.73
-103.5802925,34.36101906,12.163
-103.4710649,34.36809434,8.102
-103.3618175,34.37506708,13.167
-103.2525506,34.38193724,19.256
-103.1432645,34.3887048,12.942
-103.6983652,34.44298382,13.255
-103.5890328,34.45016913,11.479
-103.4796803,34.45725182,18.168
-103.3703079,34.46423185,11.825
-103.260916,34.47110921,13.752
-103.1515048,34.47788387,16.511
-103.7072507,34.53211653,13.413
-103.5977932,34.53930938,13.149
-103.4883155,34.54639951,16.661
-103.3788179,34.55338688,13.838
-103.2693007,34.56027147,16.844
-103.1597641,34.56705325,21.533
-103.0502084,34.57373219,14.941
-103.6065738,34.62844001,12.879
-103.4969707,34.63553761,17.171
-103.3873475,34.64253234,22.817
-103.2777047,34.64942419,17.779
-103.1680424,34.65621312,14.807
-103.0583611,34.66289912,17.803
-103.3958969,34.73166843,16.525
-103.2861281,34.73856757,14.43
-103.1763399,34.74536369,8.776
-103.0665325,34.75205676,12.846
-103.2945711,34.82770179,14.13
-103.1846566,34.83450513,14.673
-103.0747229,34.84120531,16.424
-103.1929926,34.92363763,10.533
-103.0829322,34.93034495,13.662
-104.7502206,34.00918222,-6.59
-104.6415998,34.01735833,-10.8
-104.5329563,34.02543251,-10.867
-104.4242904,34.03340471,-5.008
-104.3156025,34.04127492,3.326
-104.2068928,34.0490431,14.568
-104.8689817,34.08998905,-6.429
-104.7602607,34.09827562,-0.661
-104.6515166,34.10646018,-4.824
-104.5427498,34.11454269,-8.113
-104.4339606,34.12252313,-5.752
-104.3251492,34.13040147,-0.249
-104.2163159,34.13817768,3.212
-104.107461,34.14585174,9.728
-103.9985847,34.15342361,9.318
-104.8791683,34.17906313,-11.68
-104.7703237,34.18735828,-5.003
-104.6614562,34.19555131,-2.525
-104.5525658,34.2036422,-3.725
-104.4436529,34.21163091,-6.378
-104.3347177,34.21951742,-1.574
-104.2257606,34.2273017,4.8
-104.1167818,34.23498372,12.752
-104.0077816,34.24256346,15.919
-104.8893781,34.26812661,-10.647
-104.7804099,34.27643037,-7.355
-104.6714185,34.28463192,-7.256
-104.5624043,34.29273122,-3.382
-104.4533674,34.30072824,-2.779
-104.3443082,34.30862295,-1.621
-104.235227,34.31641533,-0.241
-104.126124,34.32410535,8.856
-104.0169995,34.33169298,10.543
-104.7905192,34.36549209,-7.483
-104.6814038,34.37370218,-6.816
-104.5722653,34.38180993,-4.121
-104.4631042,34.38981529,0.648
-104.3539207,34.39771825,4.404
-104.2447151,34.40551877,3.331
-104.1354877,34.41321682,3.646
-104.0262387,34.42081238,11.419
-104.8006518,34.45454361,-10.711
-104.691412,34.46276229,-6.961
-104.5821491,34.47087852,-3.361
-104.4728635,34.47889227,-1.212
-104.3635554,34.4868035,3.07
-104.2542251,34.49461218,2.017
-104.1448729,34.5023183,4.008
-104.0354991,34.50992182,4.82
-104.8108077,34.54358512,-12.293
-104.7014432,34.55181243,-7.092
-104.5920556,34.55993718,-7.346
-104.4826452,34.56795934,-5.559
-104.3732122,34.57587888,-3.159
-104.263757,34.58369577,-0.076
-104.1542798,34.59140999,1.759
-104.0447809,34.59902151,-0.163
-104.3828914,34.66494458,-3.045
-104.2733109,34.67276972,-2.558
-104.1637083,34.68049208,-2.118
-104.2828868,34.76183421,-4.17
-104.1731587,34.76956474,-3.597
-106.5325042,31.78589915,14.861
-107.2822111,31.80311682,23.604
-107.1768692,31.81370128,21.649
-107.0714997,31.8241867,14.435
-106.9661029,31.83457303,16.857
-106.8606789,31.84486026,7.445
-106.7552281,31.85504833,12.682
-106.6497507,31.86513723,9.344
-107.2947885,31.89226062,24.579
-107.1893314,31.90285512,24.447
-107.0838465,31.91335049,14.44
-106.9783343,31.92374668,13.391
-106.8727948,31.93404368,11.834
-106.7672284,31.94424144,11.806
-106.6616352,31.95433993,10.052
-107.2018213,31.99199331,26.504
-107.0962208,32.00249867,27.024
-106.9905929,32.01290477,17.755
-106.8849376,32.02321158,17.457
-106.7792553,32.03341906,11.354
-106.6735463,32.04352719,10.299
-106.5678107,32.05353593,22.334
-106.4620488,32.06344525,19.367
-107.2143389,32.08111603,27.07
-107.1086226,32.09163142,26.508
-107.0028787,32.10204747,14.181
-106.8971075,32.11236413,10.748
-106.7913091,32.12258138,12.438
-106.6854838,32.13269919,16.106
-106.5796319,32.14271751,28.024
-106.4737537,32.15263633,20.849
-107.2268844,32.17022344,20.285
-107.1210521,32.18074891,21.7
-107.015192,32.19117495,18.267
-106.9093044,32.20150151,16.23
-106.8033897,32.21172857,12.805
-106.697448,32.22185609,21.246
-106.5914796,32.23188404,26.531
-106.4854847,32.24181239,22.175
-106.3794636,32.25164111,12.233
-107.2394579,32.25931572,27.355
-107.1335092,32.26985132,19.97
-107.0275327,32.28028738,13.663
-106.9215286,32.29062389,13.873
-106.8154973,32.3008608,-2.318
-106.7094389,32.31099808,23.237
-106.6033536,32.3210357,24.292
-106.4972419,32.33097363,22.523
-106.3911038,32.34081183,8.594
-107.2520595,32.34839305,27.512
-107.1459942,32.35893881,25.436
-107.039901,32.36938495,16.08
-106.9337801,32.37973144,15.226
-106.8276319,32.38997824,12.068
-106.7214565,32.40012532,19.691
-106.6152543,32.41017265,25.014
-106.5090254,32.4201202,16.3
-106.4027701,32.42996792,11.867
-107.2646892,32.43745558,33.883
-107.158507,32.44801155,26.666
-107.0522969,32.45846781,27.85
-106.946059,32.46882433,19.141
-106.8397937,32.47908107,21.201
-106.7335011,32.48923799,17.361
-106.6271815,32.49929507,22.171
-106.5208352,32.50925228,19.826
-106.4144625,32.51910957,17.035
-107.2773471,32.52650351,27.222
-107.1710479,32.53706974,30.593
-107.0647206,32.54753616,30.735
-106.9583654,32.55790274,22.378
-106.8519827,32.56816945,16.534
-106.7455726,32.57833627,14.076
-106.6391355,32.58840314,16.925
-106.5326716,32.59837005,16.992
-106.4261811,32.60823695,9.949
-107.2900335,32.615537,16.91
-107.1836169,32.62611352,28.335
-107.0771721,32.63659015,17.72
-106.9706994,32.64696684,26.236
-106.864199,32.65724358,15.374
-106.7576712,32.66742032,17.477
-106.6511163,32.67749703,14.146
-106.5445344,32.68747368,15.32
-106.437926,32.69735023,14.688
-107.196214,32.71514309,15.176
-107.0896515,32.72562996,21.892
-106.983061,32.73601682,25.295
-106.8764428,32.74630361,16.386
-106.769797,32.75649032,11.182
-106.663124,32.76657691,9.191
-106.556424,32.77656334,13.141
-106.4496972,32.78644959,7.743
-106.78195,32.84554646,13.695
-106.6751587,32.85564297,14.315
-106.5683402,32.86563922,16.636
-106.461495,32.8755352,14.814
-106.4733193,32.96460724,6.367
-103.8899971,32.00310472,-3.132
-103.7840145,32.01049773,-2.275
-104.7468943,32.02974342,11.83
-104.6409593,32.03794226,5.261
-104.5350027,32.04604136,0.703
-104.4290249,32.05404067,-3.869
-104.323026,32.06194017,-4.166
-104.2170064,32.06973984,-3.427
-104.1109662,32.07743966,-9.051
-104.0049058,32.0850396,-4.119
-103.8988255,32.09253963,-10.959
-103.7927254,32.09993973,1.316
-104.7566821,32.11910333,3.912
-104.6506299,32.12731004,14.319
-104.544556,32.1354169,8.28
-104.4384608,32.14342389,-7.912
-104.3323445,32.15133098,-4.845
-104.2262074,32.15913815,-4.245
-104.1200497,32.16684537,1.512
-104.0138716,32.17445261,0.21
-103.9076736,32.18195985,-5.06
-103.8014557,32.18936707,-0.981
-104.7664918,32.20844848,4.95
-104.6603221,32.21666309,7.801
-104.5541307,32.22477775,5.748
-104.4479179,32.23279246,5.305
-104.3416839,32.24070717,-0.011
-104.235429,32.24852186,-9.061
-104.1291534,32.25623651,-7.047
-104.0228575,32.26385109,-1.277
-103.9165414,32.27136558,-0.531
-103.8102055,32.27877995,0.295
-104.7763235,32.29777904,5.234
-104.670036,32.30600158,11.95
-104.5637268,32.31412409,10.85
-104.4573961,32.32214654,8.281
-104.3510441,32.3300689,4.695
-104.2446712,32.33789115,-3.845
-104.1382776,32.34561326,-3.151
-104.0318635,32.35323521,-3.204
-103.9254292,32.36075698,-2.045
-103.818975,32.36817853,2.883
-104.7861771,32.38709519,10.217
-104.6797717,32.3953257,15.991
-104.5733444,32.40345608,12.154
-104.4668955,32.41148631,10.464
-104.3604254,32.41941635,5.786
-104.2539342,32.4272462,-3.3
-104.1474222,32.43497581,2.07
-104.0408897,32.44260516,1.147
-103.9343369,32.45013423,-3.192
-103.8277641,32.457563,-0.997
-104.7960529,32.47639711,10.447
-104.6895292,32.48463562,10.381
-104.5829835,32.49277391,11.08
-104.4764163,32.50081195,13.386
-104.3698277,32.50874971,8.901
-104.2632179,32.51658717,1.525
-104.1565873,32.52432431,3.169
-104.0499361,32.5319611,0.993
-103.9432646,32.53949751,-3.456
-103.836573,32.54693352,-7.063
-104.8059508,32.56568497,10.292
-104.6993085,32.57393151,15.261
-104.5926443,32.58207774,18.577
-104.4859584,32.59012363,13.889
-104.3792511,32.59806914,17.417
-104.2725225,32.60591427,10.998
-104.165773,32.61365897,6.146
-104.0590029,32.62130322,1.066
-103.9522123,32.628847,2.277
-103.8454017,32.63629029,-3.265
-104.8158709,32.65495895,13.81
-104.7091099,32.66321357,20.465
-104.6023269,32.67136777,23.664
-104.495522,32.67942153,26.525
-104.3886956,32.68737483,17.934
-104.281848,32.69522764,19.73
-104.1749794,32.70297994,12.88
-104.06809,32.71063169,7.654
-103.9611802,32.71818287,8.776
-103.8542502,32.72563347,5.29
-104.8258134,32.74421923,13.525
-104.7189333,32.75248195,17.779
-104.6120311,32.76064416,26.6
-104.5051071,32.76870584,26.225
-104.3981615,32.77666696,9.506
-104.2911945,32.78452749,21.507
-104.1842065,32.79228741,17.758
-104.0771977,32.79994669,11.396
-103.9701683,32.80750531,9.034
-103.8631187,32.81496324,7.344
-104.8357782,32.83346598,9.848
-104.7287789,32.84173684,14.542
-104.6217573,32.84990709,23.719
-104.5147138,32.85797672,25.302
-104.4076487,32.86594569,15.552
-104.3005621,32.87381398,17.486
-104.1934544,32.88158156,19.269
-104.0863258,32.8892484,16.706
-103.9791767,32.89681449,16.956
-103.8720072,32.90427979,8.356
