"","ClassA","lon","lat"
"3660",5,-110.6092805,34.77083464
"3661",4,-110.5004122,34.78447292
"3662",3,-110.3915055,34.79800976
"3663",3,-110.2825607,34.81144511
"3664",3,-110.173578,34.82477894
"3665",3,-110.0645578,34.83801118
"3666",3,-109.9555003,34.85114179
"3667",3,-109.8464057,34.86417074
"3668",3,-109.7372744,34.87709796
"3669",3,-109.6281066,34.88992341
"3670",2,-109.5189026,34.90264705
"3671",2,-109.4096626,34.91526883
"3729",3,-114.0919593,34.36898504
"3730",4,-113.9843383,34.38585936
"3731",3,-113.8766706,34.40263386
"3732",3,-113.7689565,34.41930848
"3733",3,-113.6611961,34.43588315
"3734",2,-113.5533898,34.45235783
"3735",3,-113.4455377,34.46873245
"3736",3,-113.3376402,34.48500695
"3737",5,-113.2296974,34.50118129
"3738",3,-113.1217097,34.5172554
"3739",4,-113.0136773,34.53322923
"3740",5,-112.9056004,34.54910273
"3741",3,-112.7974793,34.56487583
"3742",3,-112.6893142,34.58054849
"3743",3,-112.5811054,34.59612065
"3744",4,-112.4728532,34.61159225
"3745",3,-112.3645577,34.62696325
"3746",4,-112.2562193,34.64223358
"3747",4,-112.1478383,34.65740319
"3748",3,-112.0394148,34.67247204
"3749",3,-111.9309491,34.68744007
"3750",4,-111.8224415,34.70230721
"3751",2,-111.7138923,34.71707344
"3752",4,-111.6053016,34.73173868
"3753",2,-111.4966698,34.74630289
"3754",4,-111.2792839,34.77512801
"3755",2,-111.1705303,34.78938882
"3756",3,-111.0617366,34.8035484
"3757",3,-110.952903,34.81760668
"3758",4,-110.8440299,34.83156364
"3759",3,-110.7351175,34.8454192
"3760",5,-110.6261661,34.85917333
"3761",3,-110.5171759,34.87282598
"3762",5,-110.4081472,34.88637709
"3763",3,-110.2990802,34.89982662
"3764",3,-110.1899753,34.91317453
"3765",4,-110.0808327,34.92642075
"3766",3,-109.9716527,34.93956525
"3767",4,-109.8624355,34.95260797
"3768",3,-109.7531814,34.96554888
"3769",3,-109.6438906,34.97838791
"3770",4,-109.5345636,34.99112504
"3771",3,-109.4252004,35.0037602
"3829",2,-114.2204092,34.43980981
"3830",4,-114.1127178,34.45680141
"3831",3,-114.0049793,34.47369314
"3832",3,-113.897194,34.49048497
"3833",3,-113.789362,34.50717682
"3834",5,-113.6814837,34.52376863
"3835",3,-113.5735592,34.54026036
"3836",3,-113.4655889,34.55665194
"3837",3,-113.3575729,34.57294332
"3838",3,-113.2495116,34.58913444
"3839",2,-113.1414051,34.60522525
"3840",4,-113.0332538,34.62121568
"3841",3,-112.9250579,34.63710569
"3842",4,-112.8168176,34.65289521
"3843",4,-112.7085332,34.6685842
"3844",3,-112.6002049,34.68417259
"3845",4,-112.491833,34.69966034
"3846",4,-112.3834178,34.71504739
"3847",3,-112.2749595,34.73033367
"3848",4,-112.1664583,34.74551916
"3849",3,-112.0579146,34.76060377
"3850",4,-111.9493286,34.77558747
"3851",3,-111.8407005,34.79047021
"3852",3,-111.7320306,34.80525192
"3853",3,-111.6233192,34.81993255
"3854",3,-111.4057728,34.84899039
"3855",4,-111.2969383,34.8633675
"3856",3,-111.1880633,34.87764332
"3857",5,-111.0791482,34.89181781
"3858",4,-110.970193,34.90589092
"3859",3,-110.8611982,34.91986259
"3860",3,-110.7521639,34.93373278
"3861",3,-110.6430904,34.94750145
"3862",2,-110.5339781,34.96116852
"3863",4,-110.4248271,34.97473397
"3864",3,-110.3156377,34.98819774
"3865",2,-110.2064103,35.00155978
"3866",3,-110.097145,35.01482004
"3867",3,-109.9878422,35.02797848
"3868",3,-109.878502,35.04103505
"3869",3,-109.7691249,35.05398969
"3870",3,-109.659711,35.06684238
"3871",4,-109.5502606,35.07959304
"3872",4,-109.4407741,35.09224165
"3930",3,-114.3490939,34.51048697
"3931",5,-114.2413324,34.52759603
"3932",3,-114.1335235,34.5446052
"3933",3,-114.0256672,34.56151442
"3934",4,-113.917764,34.57832364
"3935",2,-113.8098139,34.59503279
"3936",4,-113.7018174,34.61164183
"3937",3,-113.5937745,34.62815068
"3938",4,-113.4856857,34.6445593
"3939",3,-113.377551,34.66086762
"3940",2,-113.2693709,34.6770756
"3941",3,-113.1611454,34.69318317
"3942",4,-113.052875,34.70919028
"3943",6,-112.9445597,34.72509686
"3944",3,-112.8362,34.74090288
"3945",2,-112.727796,34.75660826
"3946",3,-112.619348,34.77221296
"3947",2,-112.5108562,34.78771692
"3948",5,-112.4023209,34.80312008
"3949",3,-112.2937425,34.8184224
"3950",3,-112.185121,34.83362381
"3951",4,-112.0764568,34.84872426
"3952",3,-111.9677502,34.86372371
"3953",4,-111.8590013,34.87862209
"3954",3,-111.7502105,34.89341936
"3955",3,-111.6413781,34.90811545
"3956",4,-111.5325042,34.92271033
"3957",3,-111.4235891,34.93720393
"3958",2,-111.3146332,34.9515962
"3959",3,-111.2056366,34.9658871
"3960",3,-111.0965997,34.98007657
"3961",4,-110.9875227,34.99416456
"3962",3,-110.8784058,35.00815102
"3963",4,-110.7692494,35.0220359
"3964",3,-110.6600537,35.03581915
"3965",3,-110.5508189,35.04950073
"3966",3,-110.4415454,35.06308057
"3967",5,-110.3322334,35.07655863
"3968",5,-110.2228831,35.08993487
"3969",4,-110.1134949,35.10320924
"3970",3,-110.004069,35.11638167
"3971",2,-109.8946057,35.12945214
"3972",3,-109.7851052,35.14242059
"3973",3,-109.6755679,35.15528698
"3974",3,-109.5659939,35.16805125
"3975",3,-109.4563836,35.18071336
"4034",3,-114.3701823,34.59824298
"4035",3,-114.2623031,34.61536977
"4036",3,-114.1543763,34.63239659
"4037",4,-114.0464021,34.64932337
"4038",2,-113.9383807,34.66615005
"4039",3,-113.8303124,34.68287659
"4040",3,-113.7221973,34.69950291
"4041",3,-113.6140359,34.71602896
"4042",4,-113.5058282,34.73245469
"4043",4,-113.3975747,34.74878003
"4044",3,-113.2892754,34.76500493
"4045",4,-113.1809307,34.78112934
"4046",3,-113.0725409,34.79715319
"4047",3,-112.9641061,34.81307643
"4048",3,-112.8556266,34.828899
"4049",3,-112.7471028,34.84462085
"4050",3,-112.6385348,34.86024192
"4051",3,-112.5299229,34.87576216
"4052",4,-112.4212673,34.89118151
"4053",3,-112.3125684,34.90649992
"4054",5,-112.2038264,34.92171733
"4055",3,-112.0950414,34.93683369
"4056",3,-111.9862139,34.95184895
"4057",4,-111.877344,34.96676304
"4058",5,-111.6594783,34.99628755
"4059",3,-111.4414464,35.02540679
"4060",3,-111.3323687,35.0398143
"4061",2,-111.2232503,35.05412034
"4062",3,-111.1140914,35.06832485
"4063",3,-111.0048922,35.08242779
"4064",3,-110.8956531,35.0964291
"4065",4,-110.7863742,35.11032873
"4066",1,-110.677056,35.12412664
"4067",3,-110.5676985,35.13782277
"4068",4,-110.4583022,35.15141707
"4069",3,-110.3488672,35.16490949
"4070",3,-110.2393939,35.17829999
"4071",3,-110.1298825,35.19158851
"4072",3,-110.0203332,35.20477501
"4073",4,-109.9107464,35.21785944
"4074",3,-109.8011224,35.23084175
"4075",4,-109.6914613,35.2437219
"4076",2,-109.5817635,35.25649983
"4077",3,-109.4720293,35.2691755
"4135",2,-114.3913186,34.6859866
"4136",3,-114.2833215,34.7031312
"4137",4,-114.1752767,34.72017574
"4138",4,-114.0671842,34.73712015
"4139",0,-113.9590444,34.75396438
"4140",3,-113.8508575,34.77070836
"4141",4,-113.7426237,34.78735205
"4142",3,-113.6343434,34.80389537
"4143",4,-113.5260167,34.82033828
"4144",3,-113.417644,34.83668071
"4145",3,-113.3092254,34.85292261
"4146",3,-113.2007612,34.86906392
"4147",3,-113.0922517,34.88510459
"4148",3,-112.9836971,34.90104455
"4149",4,-112.8750977,34.91688375
"4150",3,-112.7664538,34.93262214
"4151",4,-112.6577655,34.94825965
"4152",3,-112.5490332,34.96379624
"4153",2,-112.4402571,34.97923185
"4154",3,-112.3314375,34.99456642
"4155",4,-112.2225746,35.0097999
"4156",3,-112.1136687,35.02493223
"4157",3,-112.00472,35.03996336
"4158",2,-111.8957289,35.05489324
"4159",5,-111.7866955,35.06972182
"4160",4,-111.5685031,35.09907483
"4161",4,-111.4593447,35.11359916
"4162",3,-111.350145,35.12802197
"4163",4,-111.2409045,35.14234322
"4164",3,-111.1316233,35.15656284
"4165",4,-111.0223017,35.17068079
"4166",5,-110.91294,35.18469701
"4167",2,-110.8035385,35.19861146
"4168",3,-110.6940974,35.21242408
"4169",2,-110.584617,35.22613483
"4170",4,-110.4750976,35.23974365
"4171",2,-110.3655394,35.25325049
"4172",3,-110.2559427,35.26665531
"4173",3,-110.1463078,35.27995805
"4174",3,-110.036635,35.29315867
"4175",3,-109.9269245,35.30625712
"4176",4,-109.8171765,35.31925335
"4177",4,-109.7073915,35.33214732
"4178",4,-109.5975696,35.34493897
"4179",1,-109.4877111,35.35762825
"4237",2,-114.52057,34.75645542
"4238",3,-114.412503,34.773718
"4239",3,-114.3043878,34.79088049
"4240",3,-114.1962246,34.80794282
"4241",3,-114.0880136,34.82490494
"4242",3,-113.9797551,34.84176678
"4243",4,-113.8714494,34.85852829
"4244",2,-113.7630967,34.87518941
"4245",3,-113.6546973,34.89175008
"4246",6,-113.5462513,34.90821024
"4247",3,-113.4377591,34.92456984
"4248",4,-113.3292209,34.94082881
"4249",3,-113.220637,34.9569871
"4250",4,-113.1120076,34.97304465
"4251",2,-113.003333,34.9890014
"4252",3,-112.8946134,35.0048573
"4253",3,-112.785849,35.0206123
"4254",4,-112.6770403,35.03626633
"4255",4,-112.5681873,35.05181933
"4256",5,-112.4592904,35.06727127
"4257",5,-112.3503498,35.08262207
"4258",3,-112.2413658,35.09787168
"4259",3,-112.1323387,35.11302006
"4260",2,-112.0232686,35.12806714
"4261",3,-111.9141559,35.14301286
"4262",4,-111.8050009,35.15785719
"4263",3,-111.6958037,35.17260006
"4264",3,-111.5865647,35.18724142
"4265",2,-111.4772841,35.20178122
"4266",3,-111.3679622,35.2162194
"4267",4,-111.2585993,35.23055591
"4268",3,-111.1491955,35.24479071
"4269",3,-111.0397513,35.25892373
"4270",3,-110.9302668,35.27295493
"4271",5,-110.8207423,35.28688426
"4272",3,-110.7111782,35.30071166
"4273",3,-110.6015746,35.31443708
"4274",3,-110.4919318,35.32806048
"4275",3,-110.3822501,35.34158181
"4276",4,-110.2725298,35.35500101
"4277",4,-110.1627712,35.36831803
"4278",4,-110.0529744,35.38153284
"4279",3,-109.9431399,35.39464537
"4280",1,-109.8332678,35.40765558
"4281",3,-109.7233585,35.42056342
"4282",4,-109.6134122,35.43336885
"4283",4,-109.5034292,35.44607181
"4341",4,-114.5419208,34.84415673
"4342",4,-114.4337356,34.86143736
"4343",4,-114.325502,34.87861781
"4344",3,-114.2172202,34.89569801
"4345",2,-114.1088905,34.91267791
"4346",3,-114.0005131,34.92955744
"4347",3,-113.8920884,34.94633655
"4348",4,-113.7836165,34.96301518
"4349",5,-113.6750976,34.97959327
"4350",4,-113.5665321,34.99607075
"4351",4,-113.4579202,35.01244758
"4352",2,-113.3492622,35.0287237
"4353",3,-113.2405583,35.04489903
"4354",3,-113.1318087,35.06097354
"4355",3,-113.0230138,35.07694716
"4356",3,-112.9141737,35.09281983
"4357",4,-112.8052888,35.1085915
"4358",4,-112.6963592,35.12426212
"4359",3,-112.5873854,35.13983161
"4360",5,-112.4783674,35.15529994
"4361",4,-112.3693056,35.17066704
"4362",5,-112.2602002,35.18593286
"4363",3,-112.1510516,35.20109734
"4364",2,-112.0418598,35.21616044
"4365",5,-111.9326253,35.23112208
"4366",3,-111.8233483,35.24598223
"4367",5,-111.7140291,35.26074083
"4368",4,-111.6046678,35.27539781
"4369",3,-111.4952649,35.28995314
"4370",3,-111.3858204,35.30440676
"4371",3,-111.2763348,35.31875861
"4372",4,-111.1668083,35.33300864
"4373",2,-111.0572411,35.3471568
"4374",4,-110.9476336,35.36120304
"4375",3,-110.8379859,35.37514731
"4376",4,-110.7282984,35.38898955
"4377",3,-110.6185713,35.40272972
"4378",3,-110.5088049,35.41636776
"4379",3,-110.3989994,35.42990363
"4380",5,-110.2891552,35.44333727
"4381",1,-110.1792726,35.45666864
"4382",3,-110.0693517,35.46989769
"4383",3,-109.9593929,35.48302436
"4384",3,-109.8493964,35.49604861
"4385",2,-109.7393625,35.50897039
"4386",3,-109.6292916,35.52178965
"4387",3,-109.5191838,35.53450635
"4388",2,-109.4090394,35.54712044
"4446",3,-114.5633204,34.93184608
"4447",3,-114.4550167,34.94914483
"4448",3,-114.3466644,34.96634332
"4449",4,-114.2382638,34.98344147
"4450",3,-114.1298151,35.00043922
"4451",3,-114.0213186,35.01733652
"4452",2,-113.9127745,35.03413331
"4453",3,-113.8041831,35.05082952
"4454",4,-113.6955446,35.0674251
"4455",3,-113.5868594,35.08391998
"4456",3,-113.4781275,35.10031412
"4457",4,-113.3693494,35.11660745
"4458",3,-113.2605252,35.13279991
"4459",2,-113.1516552,35.14889145
"4460",1,-113.0427397,35.164882
"4461",3,-112.9337789,35.18077152
"4462",1,-112.8247731,35.19655993
"4463",4,-112.7157226,35.2122472
"4464",1,-112.6066275,35.22783326
"4465",3,-112.4974882,35.24331805
"4466",1,-112.3883049,35.25870152
"4467",3,-112.2790779,35.27398361
"4468",3,-112.1698075,35.28916427
"4469",4,-112.0604938,35.30424345
"4470",2,-111.9511373,35.31922108
"4471",2,-111.8417381,35.33409711
"4472",3,-111.7322964,35.3488715
"4473",5,-111.6228127,35.36354418
"4474",4,-111.5132871,35.37811511
"4475",3,-111.4037199,35.39258422
"4476",5,-111.2941113,35.40695147
"4477",2,-111.1844617,35.4212168
"4478",3,-111.0747713,35.43538017
"4479",3,-110.9650404,35.44944152
"4480",3,-110.8552693,35.46340079
"4481",4,-110.7454581,35.47725794
"4482",3,-110.6356073,35.49101291
"4483",4,-110.525717,35.50466566
"4484",3,-110.4157875,35.51821614
"4485",3,-110.3058192,35.53166429
"4486",4,-110.1958122,35.54501006
"4487",4,-110.0857669,35.55825341
"4488",2,-109.9756835,35.57139428
"4489",4,-109.8655623,35.58443263
"4490",3,-109.7554037,35.59736841
"4491",3,-109.6452077,35.61020157
"4492",3,-109.5349749,35.62293206
"4493",3,-109.4247053,35.63555984
"4551",3,-114.5847688,35.01952364
"4552",4,-114.4763463,35.0368406
"4553",2,-114.3678751,35.0540572
"4554",3,-114.2593554,35.07117337
"4555",3,-114.1507875,35.08818905
"4556",3,-114.0421716,35.1051042
"4557",4,-113.9335079,35.12191873
"4558",3,-113.8247968,35.1386326
"4559",5,-113.7160385,35.15524574
"4560",5,-113.6072331,35.1717581
"4561",3,-113.4983811,35.18816962
"4562",3,-113.3894826,35.20448024
"4563",3,-113.2805379,35.22068989
"4564",3,-113.1715473,35.23679853
"4565",3,-113.0625109,35.25280609
"4566",3,-112.9534292,35.26871252
"4567",4,-112.8443022,35.28451776
"4568",5,-112.7351304,35.30022175
"4569",3,-112.6259139,35.31582444
"4570",3,-112.516653,35.33132576
"4571",4,-112.407348,35.34672567
"4572",3,-112.2979991,35.36202411
"4573",3,-112.1886066,35.37722102
"4574",2,-112.0791708,35.39231634
"4575",4,-111.9696919,35.40731003
"4576",3,-111.8601702,35.42220202
"4577",4,-111.7506059,35.43699226
"4578",3,-111.6409994,35.45168071
"4579",3,-111.5313509,35.46626729
"4580",2,-111.4216606,35.48075197
"4581",3,-111.3119289,35.49513469
"4582",2,-111.202156,35.50941539
"4583",5,-111.0923421,35.52359403
"4584",3,-110.9824876,35.53767054
"4585",3,-110.8725926,35.55164488
"4586",4,-110.7626576,35.565517
"4587",4,-110.6526827,35.57928685
"4588",6,-110.5426682,35.59295437
"4589",3,-110.4326145,35.60651951
"4590",3,-110.3225217,35.61998223
"4591",4,-110.2123902,35.63334246
"4592",3,-110.1022201,35.64660018
"4593",3,-109.9920119,35.65975531
"4594",4,-109.8817658,35.67280782
"4595",1,-109.771482,35.68575766
"4596",5,-109.6611609,35.69860478
"4597",3,-109.5508027,35.71134912
"4598",3,-109.4404076,35.72399065
"4654",3,-114.6062661,35.10718959
"4655",3,-114.4977247,35.12452483
"4656",1,-114.3891343,35.14175962
"4657",3,-114.2804953,35.15889389
"4658",3,-114.1718079,35.17592758
"4659",3,-114.0630723,35.19286064
"4660",3,-113.9542888,35.20969299
"4661",4,-113.8454577,35.2264246
"4662",4,-113.7365792,35.24305538
"4663",4,-113.6276536,35.25958529
"4664",3,-113.5186811,35.27601426
"4665",3,-113.409662,35.29234224
"4666",4,-113.3005966,35.30856916
"4667",3,-113.191485,35.32469498
"4668",3,-113.0823276,35.34071962
"4669",3,-112.9731246,35.35664303
"4670",3,-112.8638762,35.37246516
"4671",1,-112.7545828,35.38818595
"4672",4,-112.6452446,35.40380534
"4673",4,-112.5358619,35.41932327
"4674",2,-112.4264349,35.43473968
"4675",3,-112.3169638,35.45005453
"4676",5,-112.2074491,35.46526775
"4677",5,-112.0978908,35.4803793
"4678",3,-111.9882893,35.49538911
"4679",4,-111.8786448,35.51029712
"4680",4,-111.7689577,35.52510329
"4681",4,-111.6592282,35.53980757
"4682",3,-111.5494565,35.55440988
"4683",5,-111.4396429,35.56891019
"4684",3,-111.3297877,35.58330844
"4685",3,-111.2198911,35.59760458
"4686",3,-111.1099535,35.61179855
"4687",3,-110.9999751,35.6258903
"4688",3,-110.8899561,35.63987977
"4689",0,-110.7798969,35.65376693
"4690",2,-110.6697977,35.6675517
"4691",3,-110.5596588,35.68123406
"4692",3,-110.4494805,35.69481393
"4693",3,-110.339263,35.70829128
"4694",3,-110.2290066,35.72166604
"4695",3,-110.1187116,35.73493818
"4696",3,-110.0083783,35.74810764
"4697",5,-109.8980069,35.76117437
"4698",2,-109.7875978,35.77413833
"4699",4,-109.6771511,35.78699946
"4700",3,-109.5666673,35.79975772
"4701",3,-109.4561465,35.81241305
"4758",7,-114.5191519,35.21219769
"4759",3,-114.4104421,35.22945074
"4760",2,-114.3016835,35.24660319
"4761",3,-114.1928764,35.26365497
"4762",5,-114.0840209,35.28060601
"4763",4,-113.9751174,35.29745627
"4764",3,-113.8661661,35.31420568
"4765",3,-113.7571672,35.33085418
"4766",4,-113.648121,35.34740171
"4767",3,-113.5390278,35.36384821
"4768",3,-113.4298878,35.38019363
"4769",4,-113.3207013,35.39643789
"4770",3,-113.2114686,35.41258095
"4771",3,-113.1021898,35.42862275
"4772",3,-112.9928653,35.44456322
"4773",3,-112.8834953,35.46040231
"4774",2,-112.7740801,35.47613997
"4775",5,-112.6646199,35.49177612
"4776",6,-112.5551151,35.50731073
"4777",3,-112.4455658,35.52274373
"4778",4,-112.3359724,35.53807506
"4779",3,-112.226335,35.55330466
"4780",3,-112.116654,35.5684325
"4781",3,-112.0069297,35.58345849
"4782",6,-111.8971622,35.5983826
"4783",3,-111.7873519,35.61320477
"4784",3,-111.677499,35.62792494
"4785",3,-111.5676039,35.64254305
"4786",3,-111.4576667,35.65705906
"4787",4,-111.3476878,35.67147291
"4788",4,-111.2376673,35.68578455
"4789",3,-111.1276057,35.69999391
"4790",5,-111.0175031,35.71410096
"4791",5,-110.9073599,35.72810564
"4792",3,-110.7971762,35.74200789
"4793",4,-110.6869524,35.75580766
"4794",3,-110.5766888,35.76950491
"4795",6,-110.4663856,35.78309958
"4796",3,-110.3560431,35.79659162
"4797",5,-110.2456616,35.80998098
"4798",3,-110.1352414,35.8232676
"4799",4,-110.0247827,35.83645145
"4800",3,-109.9142858,35.84953247
"4801",3,-109.803751,35.8625106
"4802",3,-109.6931786,35.87538581
"4803",3,-109.5825688,35.88815804
"4804",3,-109.4719219,35.90082724
"4861",3,-114.5406283,35.29985936
"4862",3,-114.4317988,35.31713075
"4863",2,-114.3229204,35.33430145
"4864",3,-114.2139932,35.35137139
"4865",3,-114.1050176,35.3683405
"4866",6,-113.9959937,35.38520874
"4867",3,-113.8869219,35.40197603
"4868",5,-113.7778024,35.41864232
"4869",3,-113.6686354,35.43520755
"4870",3,-113.5594212,35.45167165
"4871",6,-113.4501601,35.46803458
"4872",3,-113.3408523,35.48429626
"4873",3,-113.2314981,35.50045664
"4874",3,-113.1220978,35.51651566
"4875",3,-113.0126515,35.53247326
"4876",3,-112.9031596,35.54832939
"4877",4,-112.7936223,35.56408398
"4878",3,-112.6840399,35.57973698
"4879",4,-112.5744127,35.59528833
"4880",2,-112.4647409,35.61073798
"4881",1,-112.3550248,35.62608586
"4882",3,-112.2452646,35.64133192
"4883",4,-112.1354606,35.65647611
"4884",4,-112.0256131,35.67151837
"4885",3,-111.9157224,35.68645864
"4886",5,-111.8057887,35.70129687
"4887",2,-111.6958122,35.716033
"4888",3,-111.5857934,35.73066698
"4889",3,-111.4757323,35.74519876
"4890",3,-111.3656294,35.75962827
"4891",3,-111.2554848,35.77395547
"4892",3,-111.1452988,35.78818031
"4893",2,-111.0350718,35.80230272
"4894",5,-110.924804,35.81632266
"4895",6,-110.8144956,35.83024008
"4896",5,-110.704147,35.84405491
"4897",3,-110.5937584,35.85776712
"4898",3,-110.4833301,35.87137665
"4899",3,-110.3728623,35.88488344
"4900",3,-110.2623554,35.89828745
"4901",4,-110.1518096,35.91158863
"4902",3,-110.0412253,35.92478692
"4903",4,-109.9306026,35.93788228
"4904",5,-109.8199418,35.95087466
"4905",3,-109.7092434,35.963764
"4906",3,-109.5985074,35.97655026
"4907",3,-109.4877342,35.98923339
"4965",4,-114.5621538,35.38751
"4966",2,-114.4532045,35.40479981
"4967",4,-114.3442059,35.42198884
"4968",4,-114.2351585,35.43907702
"4969",3,-114.1260625,35.45606428
"4970",4,-114.0169181,35.47295056
"4971",3,-113.9077255,35.48973582
"4972",3,-113.7984851,35.50641997
"4973",3,-113.689197,35.52300297
"4974",3,-113.5798616,35.53948475
"4975",5,-113.4704791,35.55586526
"4976",3,-113.3610498,35.57214443
"4977",4,-113.2515739,35.5883222
"4978",5,-113.1420516,35.60439852
"4979",3,-113.0324834,35.62037333
"4980",4,-112.9228693,35.63624656
"4981",4,-112.8132097,35.65201817
"4982",1,-112.7035048,35.66768808
"4983",3,-112.5937549,35.68325625
"4984",2,-112.4839603,35.69872262
"4985",3,-112.3741212,35.71408712
"4986",5,-112.2642379,35.72934971
"4987",1,-112.1543107,35.74451033
"4988",3,-112.0443398,35.75956892
"4989",3,-111.9343256,35.77452542
"4990",3,-111.8242681,35.78937978
"4991",1,-111.7141679,35.80413194
"4992",3,-111.604025,35.81878186
"4993",2,-111.4938398,35.83332946
"4994",3,-111.3836126,35.84777471
"4995",4,-111.2733436,35.86211754
"4996",3,-111.1630331,35.87635791
"4997",4,-111.0526814,35.89049575
"4998",3,-110.9422887,35.90453102
"4999",1,-110.8318553,35.91846367
"5000",4,-110.7213816,35.93229363
"5001",3,-110.6108677,35.94602086
"5002",3,-110.500314,35.95964531
"5003",2,-110.3897207,35.97316692
"5004",3,-110.2790881,35.98658565
"5005",3,-110.1684165,35.99990144
"5006",6,-110.0577062,36.01311424
"5007",5,-109.9469574,36.02622401
"5008",2,-109.8361705,36.03923069
"5009",3,-109.7253456,36.05213423
"5010",4,-109.6144832,36.06493458
"5011",4,-109.5035834,36.0776317
"5069",3,-114.5837288,35.47514979
"5070",4,-114.4746592,35.4924581
"5071",3,-114.3655404,35.50966553
"5072",4,-114.2563725,35.52677202
"5073",3,-114.1471558,35.54377751
"5074",3,-114.0378905,35.56068192
"5075",3,-113.9285769,35.57748521
"5076",3,-113.8192154,35.59418731
"5077",4,-113.709806,35.61078815
"5078",4,-113.6003491,35.62728769
"5079",3,-113.4908449,35.64368585
"5080",4,-113.3812938,35.65998259
"5081",4,-113.2716959,35.67617783
"5082",3,-113.1620516,35.69227152
"5083",3,-113.052361,35.7082636
"5084",4,-112.9426245,35.72415402
"5085",6,-112.8328423,35.7399427
"5086",3,-112.7230146,35.75562961
"5087",2,-112.6131419,35.77121467
"5088",2,-112.5032242,35.78669782
"5089",3,-112.3932619,35.80207902
"5090",3,-112.2832552,35.81735821
"5091",3,-112.1732045,35.83253532
"5092",3,-112.06311,35.84761031
"5093",3,-111.9529718,35.86258311
"5094",3,-111.8427905,35.87745367
"5095",4,-111.7325661,35.89222194
"5096",4,-111.622299,35.90688785
"5097",4,-111.5119894,35.92145136
"5098",3,-111.4016376,35.93591241
"5099",3,-111.2912439,35.95027094
"5100",3,-111.1808085,35.9645269
"5101",2,-111.0703318,35.97868025
"5102",3,-110.959814,35.99273091
"5103",4,-110.8492554,36.00667885
"5104",3,-110.7386562,36.020524
"5105",2,-110.6280168,36.03426632
"5106",4,-110.5173374,36.04790576
"5107",3,-110.4066183,36.06144225
"5108",4,-110.2958598,36.07487576
"5109",4,-110.1850621,36.08820622
"5110",3,-110.0742255,36.1014336
"5111",4,-109.9633504,36.11455783
"5112",4,-109.852437,36.12757887
"5113",3,-109.7414855,36.14049667
"5114",5,-109.6304963,36.15331118
"5115",2,-109.5194697,36.16602235
"5116",4,-109.4084058,36.17863013
"5174",3,-114.6053533,35.5627789
"5175",4,-114.4961634,35.58010579
"5176",4,-114.3869239,35.59733171
"5177",5,-114.2776352,35.61445659
"5178",4,-114.1682976,35.63148037
"5179",4,-114.0589112,35.64840299
"5180",5,-113.9494764,35.66522439
"5181",3,-113.8399934,35.6819445
"5182",3,-113.7304625,35.69856327
"5183",5,-113.6208838,35.71508064
"5184",5,-113.5112578,35.73149653
"5185",3,-113.4015846,35.74781091
"5186",4,-113.2918644,35.76402369
"5187",3,-113.1820977,35.78013483
"5188",3,-113.0722846,35.79614426
"5189",4,-112.9624254,35.81205193
"5190",3,-112.8525203,35.82785777
"5191",3,-112.7425696,35.84356173
"5192",3,-112.6325737,35.85916375
"5193",3,-112.5225327,35.87466378
"5194",5,-112.4124469,35.89006174
"5195",3,-112.3023166,35.90535759
"5196",4,-112.1921421,35.92055128
"5197",4,-112.0819236,35.93564273
"5198",3,-111.9716614,35.9506319
"5199",3,-111.8613558,35.96551873
"5200",2,-111.751007,35.98030317
"5201",3,-111.6406154,35.99498515
"5202",4,-111.5301811,36.00956463
"5203",2,-111.4197045,36.02404154
"5204",3,-111.3091858,36.03841584
"5205",4,-111.1986254,36.05268747
"5206",3,-111.0880234,36.06685638
"5207",4,-110.9773802,36.0809225
"5208",4,-110.866696,36.0948858
"5209",4,-110.7559712,36.10874621
"5210",4,-110.6452059,36.12250368
"5211",4,-110.5344006,36.13615817
"5212",3,-110.4235554,36.14970961
"5213",3,-110.3126706,36.16315796
"5214",2,-110.2017465,36.17650316
"5215",3,-110.0907835,36.18974517
"5216",3,-109.9797817,36.20288394
"5217",3,-109.8687415,36.2159194
"5218",4,-109.7576631,36.22885152
"5219",3,-109.6465469,36.24168024
"5220",3,-109.5353931,36.25440552
"5221",4,-109.4242019,36.2670273
"5279",3,-114.6270276,35.6503975
"5280",3,-114.5177169,35.66774304
"5281",3,-114.4083567,35.68498753
"5282",3,-114.298947,35.70213088
"5283",2,-114.1894881,35.71917303
"5284",4,-114.0799804,35.73611394
"5285",3,-113.9704241,35.75295353
"5286",4,-113.8608194,35.76969174
"5287",3,-113.7511666,35.7863285
"5288",3,-113.641466,35.80286377
"5289",4,-113.5317178,35.81929748
"5290",3,-113.4219222,35.83562956
"5291",4,-113.3120796,35.85185996
"5292",3,-113.2021902,35.86798862
"5293",3,-113.0922543,35.88401548
"5294",3,-112.9822721,35.89994047
"5295",3,-112.8722439,35.91576355
"5296",2,-112.76217,35.93148464
"5297",3,-112.6520506,35.9471037
"5298",3,-112.541886,35.96262065
"5299",3,-112.4316764,35.97803546
"5300",5,-112.3214223,35.99334805
"5301",3,-112.2111237,36.00855837
"5302",5,-112.100781,36.02366636
"5303",2,-111.9903944,36.03867197
"5304",3,-111.8799643,36.05357514
"5305",4,-111.7694909,36.06837582
"5306",3,-111.6589744,36.08307394
"5307",2,-111.5484152,36.09766945
